sale_id,product_id,sale_date,quantity_sold,total_revenue
1469,3316,11-08-2024,8,7715.68
1470,590,15-03-2024,7,20039.88
1471,2813,19-04-2024,50,7809.5
1472,1226,20-01-2024,30,194458.8
1473,351,24-10-2024,35,42828.1
1474,569,05-07-2024,9,16194.6
1475,1558,12-10-2024,86,171507.22
1476,2052,16-12-2024,51,48487.23
1477,4836,14-12-2024,16,5569.28
1478,3998,24-08-2024,87,84169.89
1479,2265,21-05-2024,35,9633.75
1480,74,06-06-2024,31,9538.39
1481,3961,24-11-2024,28,13856.64
1482,2495,10-10-2024,4,2999.64
1483,3335,06-11-2024,29,9715.87
1484,4242,10-12-2024,89,210665.67
1485,4528,18-07-2024,37,13719.23
1486,4794,16-11-2024,30,239206.8
1487,4985,05-12-2024,29,114166.33
1488,4018,08-06-2024,99,564169.32
1489,861,29-07-2024,90,151677.9
1490,3509,19-11-2024,39,70452.33
1491,4493,11-08-2024,31,96492.77
1492,2524,29-10-2024,18,80345.16
1493,543,29-03-2024,67,97803.25
1494,3025,06-07-2024,39,222624.09
1495,2151,16-03-2024,37,11963.95
1496,1863,03-03-2024,63,144421.2
1497,2769,06-03-2024,47,128016.72
1498,4835,11-11-2024,10,1624.2
1499,395,30-04-2024,82,299861.7
1500,4880,19-06-2024,52,332416.76
1501,1651,30-11-2024,24,29370.24
1502,4977,25-08-2024,76,262834.6
1503,1737,01-10-2024,83,384497.5
1504,1819,03-06-2024,17,40683.21
1505,4842,22-01-2024,64,30924.16
1506,3571,14-02-2024,64,121114.24
1507,920,21-01-2024,59,261477.97
1508,4498,13-04-2024,62,11523.32
1509,266,24-12-2024,22,74144.62
1510,825,24-12-2024,33,268477.77
1511,3490,28-08-2024,95,370435.4
1512,1429,21-02-2024,47,128291.67
1513,4172,25-05-2024,87,28669.98
1514,1973,25-01-2024,64,399609.6
1515,2273,25-06-2024,7,4793.46
1516,2313,28-08-2024,77,121968.77
1517,4239,20-07-2024,6,19931.1
1518,2809,29-03-2024,89,169990.89
1519,2556,10-10-2024,29,21399.97
1520,4700,18-05-2024,1,6796.04
1521,1994,02-08-2024,90,173849.4
1522,1726,07-12-2024,53,7604.97
1523,362,09-11-2024,63,314733.51
1524,3948,14-10-2024,88,271845.2
1525,3105,10-09-2024,73,21900
1526,3097,25-11-2024,30,74582.1
1527,2520,19-07-2024,97,356636.99
1528,1826,09-03-2024,53,24630.16
1529,2090,02-10-2024,37,25597.34
1530,693,05-06-2024,52,322268.96
1531,2440,20-04-2024,94,170107.1
1532,3373,17-06-2024,51,293707.98
1533,4753,18-12-2024,71,42105.84
1534,4452,15-05-2024,38,97306.98
1535,3374,22-11-2024,95,44203.5
1536,4436,28-07-2024,12,31158.6
1537,2058,16-10-2024,48,239435.04
1538,4741,05-11-2024,86,228767.74
1539,1623,10-06-2024,77,12019.7
1540,2826,10-10-2024,3,18107.01
1541,4161,08-08-2024,85,12154.15
1542,543,04-07-2024,13,18976.75
1543,4012,26-10-2024,82,201831.52
1544,2481,22-02-2024,67,16291.05
1545,4388,06-03-2024,74,77825.8
1546,1314,18-05-2024,2,14550.18
1547,2039,14-03-2024,16,51907.68
1548,4328,15-11-2024,21,5023.2
1549,2327,24-03-2024,78,266752.98
1550,3895,30-03-2024,31,2994.6
1551,883,01-04-2024,52,105049.36
1552,1287,30-01-2024,10,1519.5
1553,2572,17-03-2024,86,19131.56
1554,1902,29-08-2024,73,335390.47
1555,1227,12-06-2024,58,160949.42
1556,2673,02-08-2024,1,145.7
1557,787,06-04-2024,94,156388.74
1558,883,04-11-2024,95,191917.1
1559,958,19-02-2024,32,3705.6
1560,160,14-05-2024,45,323514
1561,4582,01-06-2024,47,98138.82
1562,2461,27-09-2024,69,352487.88
1563,2787,02-06-2024,15,95770.95
1564,4295,08-02-2024,52,171229.76
1565,3252,25-08-2024,63,300996.36
1566,2032,09-01-2025,74,516187.74
1567,4969,14-12-2024,40,11574
1568,825,21-12-2024,48,390513.12
1569,1402,14-05-2024,74,520609.98
1570,2018,02-06-2024,89,221321.64
1571,3442,06-02-2024,11,85908.13
1572,2407,11-04-2024,78,119964.78
1573,3420,04-12-2024,86,188198.1
1574,1629,30-06-2024,6,34367.28
1575,1794,15-09-2024,24,11732.16
1576,3726,19-06-2024,96,46475.52
1577,2329,25-05-2024,43,44878.67
1578,1778,05-10-2024,88,444238.08
1579,617,01-10-2024,1,1082.74
1580,570,22-01-2024,58,25685.3
1581,4078,21-12-2024,50,292388.5
1582,1337,17-07-2024,66,135199.68
1583,4671,19-11-2024,68,107794.28
1584,3042,21-03-2024,76,76635.36
1585,3714,15-01-2025,8,36305.04
1586,4731,05-02-2024,66,503046.06
1587,2790,26-07-2024,39,33231.51
1588,1685,03-02-2024,80,343456
1589,930,06-09-2024,54,192290.76
1590,1366,09-02-2024,94,460395.08
1591,4222,06-09-2024,67,20524.11
1592,2442,09-06-2024,96,265319.04
1593,735,20-05-2024,34,15722.62
1594,1483,01-12-2024,30,40220.1
1595,2992,03-12-2024,88,135344.88
1596,2158,04-02-2024,59,8254.1
1597,2814,03-08-2024,4,23442
1598,2136,13-03-2024,1,9358.58
1599,3298,28-11-2024,84,39387.6
1600,1272,12-02-2024,1,321.67
1601,4653,01-04-2024,68,24584.72
1602,850,27-01-2024,92,28237.56
1603,2982,25-01-2024,37,157291.44
1604,1776,11-12-2024,7,3491.74
1605,4079,11-11-2024,1,1521.25
1606,3224,17-10-2024,44,8007.56
1607,2441,25-04-2024,28,19992.56
1608,3719,25-04-2024,4,10214.84
1609,1147,12-01-2025,27,48745.53
1610,2096,20-04-2024,61,7760.42
1611,1093,22-06-2024,2,754.8
1612,4479,31-08-2024,17,103200.03
1613,387,19-06-2024,88,34383.36
1614,4886,14-07-2024,27,61399.62
1615,1003,30-04-2024,19,46764.51
1616,2552,03-11-2024,74,280741.2
1617,3494,19-12-2024,52,52361.4
1618,1555,29-08-2024,45,127170.9
1619,3891,29-11-2024,96,391572.48
1620,3558,04-11-2024,96,410322.24
1621,1732,27-09-2024,86,491282.74
1622,2721,23-05-2024,11,74240.98
1623,1113,08-09-2024,72,173284.56
1624,470,04-05-2024,10,13269.1
1625,1005,28-02-2024,41,160094.75
1626,297,15-09-2024,100,225299
1627,4904,19-06-2024,65,126984.65
1628,1373,15-01-2025,94,184346.22
1629,3914,30-04-2024,7,1037.54
1630,4847,21-05-2024,65,85783.75
1631,3850,05-02-2024,94,425506.04
1632,1133,03-11-2024,34,24437.84
1633,4268,08-02-2024,70,533494.5
1634,671,21-06-2024,9,24007.5
1635,484,06-05-2024,99,31714.65
1636,3014,17-10-2024,70,4790.1
1637,4457,19-01-2024,16,96385.28
1638,2142,11-04-2024,62,14633.24
1639,999,26-04-2024,94,744142.54
1640,2594,19-10-2024,30,201565.2
1641,4248,12-04-2024,99,509015.43
1642,2452,09-05-2024,2,8201.6
1643,4563,01-03-2024,31,84732.92
1644,1287,24-12-2024,53,8053.35
1645,2129,25-03-2024,31,9487.24
1646,1646,05-10-2024,36,121353.84
1647,4888,06-06-2024,7,2383.57
1648,1131,23-10-2024,82,561840.22
1649,40,02-11-2024,41,162970.08
1650,1152,15-06-2024,84,320693.52
1651,767,15-10-2024,87,382327.59
1652,736,17-04-2024,36,162568.44
1653,4645,25-01-2024,85,136164.05
1654,3631,19-06-2024,50,149496
1655,2232,15-08-2024,89,158867.67
1656,4329,15-10-2024,9,1208.52
1657,3856,01-08-2024,1,173.31
1658,2576,31-10-2024,28,13905.92
1659,3140,20-09-2024,60,154731
1660,3058,20-07-2024,68,18434.8
1661,1020,27-01-2024,68,273237.6
1662,1407,09-06-2024,64,492661.76
1663,3517,26-09-2024,20,116764.4
1664,4299,27-03-2024,85,194117.9
1665,4537,14-11-2024,19,152039.71
1666,2797,13-07-2024,38,49005.56
1667,3274,18-08-2024,73,434978.53
1668,1630,02-02-2024,27,12790.17
1669,4251,02-11-2024,67,166115.11
1670,2947,20-11-2024,17,2719.83
1671,25,18-05-2024,18,152893.98
1672,3350,27-11-2024,22,7258.9
1673,2328,06-06-2024,97,334391.98
1674,514,21-02-2024,35,258864.2
1675,2226,11-09-2024,44,10163.56
1676,1800,24-04-2024,5,32367.95
1677,3727,14-04-2024,1,86.35
1678,2851,03-01-2025,69,12188.85
1679,1123,18-12-2024,29,123747.93
1680,1626,04-11-2024,97,375198.91
1681,1409,29-03-2024,53,101037.08
1682,2250,04-12-2024,14,64113
1683,1422,14-04-2024,98,129411.94
1684,3365,17-08-2024,62,241498.06
1685,1838,22-06-2024,2,11819.74
1686,708,13-07-2024,92,142762.84
1687,2341,25-04-2024,50,180382.5
1688,475,19-12-2024,22,98232.64
1689,1812,20-09-2024,65,72304.7
1690,1363,30-01-2024,55,3469.95
1691,2460,03-01-2025,14,3437.28
1692,1746,25-11-2024,57,22670.04
1693,2272,18-12-2024,71,4486.49
1694,2519,25-09-2024,41,77537.56
1695,3585,03-10-2024,6,13152
1696,4373,08-08-2024,88,100873.52
1697,2035,04-06-2024,20,87034.4
1698,326,23-07-2024,63,112678.65
1699,2541,17-11-2024,81,39933.81
1700,2096,21-09-2024,41,5216.02
1701,2504,04-02-2024,93,66929.31
1702,1659,07-07-2024,54,23731.92
1703,1359,16-01-2025,23,42135.31
1704,4730,15-08-2024,60,293780.4
1705,4272,17-03-2024,91,397159.49
1706,4674,16-09-2024,4,18093.88
1707,4658,07-12-2024,10,24665.4
1708,2045,17-04-2024,38,5713.3
1709,156,25-06-2024,85,201182.25
1710,114,08-05-2024,83,61525.41
1711,3187,21-12-2024,39,13906.62
1712,2089,16-05-2024,59,102036.96
1713,3610,11-07-2024,59,57595.8
1714,1242,15-02-2024,55,17523
1715,49,12-08-2024,34,195923.3
1716,2395,20-09-2024,28,220858.96
1717,603,13-05-2024,76,47229.44
1718,4035,14-02-2024,59,409068.83
1719,4536,26-05-2024,97,457816.72
1720,1202,09-06-2024,56,251504.96
1721,1518,23-03-2024,52,183813.76
1722,2049,05-10-2024,71,15125.13
1723,390,12-08-2024,17,94494.16
1724,634,05-07-2024,48,234395.52
1725,2538,01-06-2024,83,129697.46
1726,2853,06-07-2024,78,83562.18
1727,4662,26-06-2024,68,168257.16
1728,4897,30-12-2024,9,4105.08
1729,3617,27-07-2024,74,140207.8
1730,1906,13-02-2024,94,222424.68
1731,262,12-06-2024,15,56458.8
1732,4214,24-01-2024,34,227869.36
1733,4214,20-02-2024,16,107232.64
1734,3017,27-07-2024,96,60144
1735,1845,01-01-2025,48,136010.4
1736,436,14-02-2024,45,78398.1
1737,2340,07-03-2024,25,5904.25
1738,883,30-08-2024,63,127271.34
1739,300,22-09-2024,84,463412.88
1740,4213,08-08-2024,78,9072.96
1741,1263,02-09-2024,88,139075.2
1742,3192,28-05-2024,63,163813.23
1743,3395,09-01-2025,45,41870.25
1744,4724,06-09-2024,21,32657.73
1745,362,28-03-2024,82,409653.14
1746,4772,19-02-2024,95,123984.5
1747,534,10-09-2024,25,93941.25
1748,1796,29-05-2024,60,115065
1749,3713,19-02-2024,88,255087.36
1750,4277,20-09-2024,19,51211.08
1751,2735,04-02-2024,71,67473.43
1752,3135,15-02-2024,72,297571.68
1753,1100,15-10-2024,51,412111.11
1754,4181,03-10-2024,51,230319.57
1755,2556,01-02-2024,48,35420.64
1756,4902,11-09-2024,89,536657.54
1757,2314,16-01-2025,98,113165.5
1758,3608,29-10-2024,65,20165.6
1759,1906,27-08-2024,93,220058.46
1760,2373,16-10-2024,86,21180.94
1761,4806,17-07-2024,84,29379
1762,256,29-10-2024,48,33658.56
1763,722,09-09-2024,69,397607.67
1764,1969,11-01-2025,39,49792.86
1765,2469,23-01-2024,63,109955.16
1766,2589,17-05-2024,83,144543.67
1767,1134,20-05-2024,48,2806.56
1768,264,11-01-2025,45,297147.6
1769,4464,10-11-2024,73,406338.44
1770,3768,03-04-2024,82,235891.86
1771,3553,27-10-2024,61,75366.72
1772,4075,27-09-2024,47,112786.84
1773,2930,13-04-2024,9,19595.61
1774,602,28-02-2024,79,679807.64
1775,4594,28-07-2024,49,266471.8
1776,2199,14-04-2024,34,16588.94
1777,167,05-11-2024,90,566977.5
1778,869,27-01-2024,82,43555.12
1779,529,24-04-2024,17,135201.17
1780,476,05-02-2024,80,36274.4
1781,4444,18-06-2024,70,48507.9
1782,4165,04-06-2024,58,20123.1
1783,3948,18-10-2024,97,299647.55
1784,2048,10-06-2024,22,43102.84
1785,1864,24-09-2024,66,160304.1
1786,2851,13-07-2024,2,353.3
1787,626,28-11-2024,51,203625.66
1788,1030,28-07-2024,67,98518.14
1789,4318,21-01-2024,89,185973.51
1790,1901,02-09-2024,56,174783.84
1791,4920,30-12-2024,47,237306.29
1792,1373,02-03-2024,45,88250.85
1793,1837,25-01-2024,93,274532.28
1794,4693,05-09-2024,28,207317.04
1795,4028,02-07-2024,36,148480.92
1796,1308,06-06-2024,30,68243.7
1797,4078,20-02-2024,98,573081.46
1798,84,12-10-2024,23,60698.84
1799,1868,03-04-2024,31,90559.06
1800,2381,08-01-2025,99,465383.16
1801,899,29-03-2024,37,138551.31
1802,4768,13-05-2024,30,28319.1
1803,2613,23-03-2024,90,25128
1804,1297,04-01-2025,44,257648.16
1805,4880,27-03-2024,30,191778.9
1806,4325,03-06-2024,84,20128.08
1807,951,12-07-2024,77,180980.03
1808,1304,11-09-2024,99,686479.86
1809,147,25-07-2024,1,517.34
1810,4942,23-01-2024,42,19611.9
1811,2214,14-02-2024,22,49813.94
1812,2015,27-10-2024,90,11058.3
1813,4947,09-08-2024,61,479916.89
1814,3588,30-05-2024,40,174712.4
1815,4262,29-04-2024,5,2391.05
1816,84,10-09-2024,39,102924.12
1817,1072,16-03-2024,9,48035.25
1818,1098,03-11-2024,14,3173.24
1819,312,11-06-2024,62,350162.36
1820,3527,01-04-2024,74,569580.96
1821,87,27-05-2024,93,146110.44
1822,4928,27-01-2024,75,9018.75
1823,1891,03-09-2024,86,78680.54
1824,618,10-07-2024,82,147539.32
1825,3630,22-01-2024,53,132125.29
1826,1705,21-10-2024,79,248729.92
1827,3923,22-06-2024,82,368621.16
1828,2224,07-10-2024,23,65056.88
1829,4893,29-03-2024,76,34624.08
1830,2336,21-05-2024,99,44723.25
1831,1964,15-11-2024,75,196631.25
1832,2598,16-03-2024,27,5746.41
1833,50,23-07-2024,53,92585.7
1834,741,19-10-2024,57,13950.75
1835,2672,12-03-2024,35,15033.55
1836,2100,06-04-2024,73,21790.5
1837,2639,04-11-2024,50,351633.5
1838,4821,02-12-2024,24,49513.92
1839,403,06-05-2024,64,231705.6
1840,4839,16-11-2024,83,370664.72
1841,3483,12-10-2024,67,138251.82
1842,1605,03-03-2024,14,88524.94
1843,2360,06-07-2024,24,91499.76
1844,407,26-06-2024,32,20771.52
1845,2473,12-01-2025,75,29096.25
1846,4637,15-09-2024,70,88505.2
1847,4992,22-12-2024,85,22935.55
1848,563,27-01-2024,49,432257.42
1849,3959,26-07-2024,67,62969.95
1850,1109,28-01-2024,16,59584.48
1851,1060,17-12-2024,42,192139.5
1852,2430,18-02-2024,15,12783.75
1853,3765,04-08-2024,94,267456.32
1854,2176,12-06-2024,31,191024.79
1855,4754,04-06-2024,79,39902.9
1856,1797,24-12-2024,15,5469.3
1857,4129,15-07-2024,92,56925.92
1858,3415,03-11-2024,46,261899.62
1859,1362,16-08-2024,1,5334.02
1860,4482,13-02-2024,74,268008.02
1861,3048,03-10-2024,85,33478.95
1862,1462,25-09-2024,77,710051.65
1863,3838,28-04-2024,2,1391.56
1864,2797,30-04-2024,63,81246.06
1865,3604,11-05-2024,100,653884
1866,1431,02-11-2024,57,159735.66
1867,4463,07-02-2024,10,21912.1
1868,3339,30-03-2024,14,99161.72
1869,3785,23-02-2024,1,235.08
1870,4419,05-05-2024,83,423513.31
1871,2084,29-05-2024,71,72722.46
1872,860,04-11-2024,26,242309.6
1873,3952,01-10-2024,5,22151.3
1874,3933,28-12-2024,32,27775.68
1875,1553,07-08-2024,86,55502.68
1876,4126,17-12-2024,28,79399.6
1877,1071,01-11-2024,99,538423.38
1878,2677,07-11-2024,68,9231.68
1879,1974,19-04-2024,31,91569.66
1880,4524,22-09-2024,16,17319.52
1881,1845,23-04-2024,96,272020.8
1882,3078,16-06-2024,29,133020.1
1883,4873,18-01-2024,95,181545.95
1884,2824,15-04-2024,13,68300.96
1885,1285,10-01-2025,28,61737.76
1886,2555,11-04-2024,21,72867.69
1887,295,20-04-2024,38,247806.74
1888,2642,08-07-2024,87,40234.89
1889,1993,30-07-2024,89,296286.34
1890,2126,12-02-2024,75,274728
1891,616,25-04-2024,37,167565.23
1892,1668,20-05-2024,97,177809.73
1893,3009,01-01-2025,34,116898.46
1894,1941,13-07-2024,25,6613
1895,2270,21-03-2024,88,260712.32
1896,3105,14-03-2024,41,12300
1897,480,08-08-2024,34,71834.52
1898,2536,30-08-2024,67,234367.34
1899,1760,05-12-2024,36,208387.8
1900,1502,15-12-2024,48,139359.84
1901,2868,15-03-2024,62,4843.44
1902,4823,02-02-2024,65,254239.7
1903,2276,21-01-2024,75,14556
1904,2455,01-04-2024,69,447697.53
1905,4622,15-08-2024,60,89592
1906,2645,02-06-2024,18,5832.54
1907,2831,07-12-2024,86,850816.06
1908,3279,06-07-2024,72,213867.36
1909,3494,03-12-2024,69,69479.55
1910,2830,20-12-2024,4,7059.12
1911,2336,13-04-2024,42,18973.5
1912,4109,07-05-2024,47,141489.74
1913,1533,07-04-2024,99,590090.49
1914,1638,15-10-2024,12,34982.04
1915,231,28-12-2024,16,7391.2
1916,1767,26-07-2024,63,99432.27
1917,4612,02-02-2024,76,575756.24
1918,1522,12-02-2024,83,18806.14
1919,1899,28-04-2024,53,168617.38
1920,32,22-08-2024,27,24508.71
1921,2610,16-12-2024,6,11930.1
1922,2915,01-09-2024,72,540393.84
1923,1009,23-04-2024,15,15505.5
1924,872,11-01-2025,95,745666.4
1925,2685,13-07-2024,60,16512.6
1926,2943,16-01-2025,22,79027.52
1927,1414,20-02-2024,53,137238.2
1928,1226,07-03-2024,42,272242.32
1929,1880,24-06-2024,84,775452.72
1930,2499,20-12-2024,49,302538.25
1931,3567,18-01-2024,12,5416.92
1932,4834,24-03-2024,49,143690.05
1933,3575,19-12-2024,42,301652.4
1934,4402,18-04-2024,78,340679.82
1935,4960,24-09-2024,71,604102.08
1936,4177,05-03-2024,14,4248.72
1937,1735,03-12-2024,33,319281.93
1938,945,13-01-2025,13,47064.03
1939,1142,05-02-2024,83,624182.41
1940,3143,22-04-2024,46,154029.16
1941,1398,20-02-2024,45,80729.1
1942,1189,15-02-2024,76,17927.64
1943,670,03-01-2025,15,4164.45
1944,3975,11-09-2024,7,17620.47
1945,3052,13-06-2024,35,306116.65
1946,2014,13-10-2024,70,27199.2
1947,1781,26-03-2024,26,28388.88
1948,4004,04-02-2024,86,496028.22
1949,782,26-10-2024,87,9822.3
1950,3172,03-05-2024,65,15947.75
1951,3145,24-05-2024,6,1256.34
1952,539,31-05-2024,17,31501.34
1953,931,03-02-2024,7,39107.11
1954,2763,08-12-2024,55,17692.4
1955,1514,03-08-2024,71,30367.41
1956,2251,09-10-2024,69,122981.46
1957,4561,29-04-2024,44,204284.08
1958,2984,08-03-2024,82,38734.34
1959,3147,24-02-2024,87,14972.7
1960,2174,23-06-2024,92,118165.72
1961,144,29-02-2024,46,77978.28
1962,2460,17-05-2024,63,15467.76
1963,3509,29-06-2024,47,84904.09
1964,4603,18-06-2024,70,27792.1
1965,4474,18-04-2024,96,43873.92
1966,2650,06-07-2024,52,41656.68
1967,4921,15-09-2024,23,71341.4
1968,1426,11-10-2024,63,376563.6
1969,949,21-08-2024,51,4834.29
1970,4774,18-09-2024,78,33476.04
1971,2240,07-11-2024,16,1094.24
1972,2951,27-09-2024,78,349221.6
1973,3791,09-07-2024,89,466991.01
1974,4143,26-11-2024,49,320848.57
1975,2644,23-03-2024,74,23802.84
1976,3688,04-08-2024,61,63463.79
1977,1925,28-03-2024,93,20065.68
1978,66,16-12-2024,33,82974.87
1979,1889,05-08-2024,51,124602.69
1980,1455,12-05-2024,84,382769.52
1981,4884,13-01-2025,61,557237.44
1982,1856,08-09-2024,57,105899.73
1983,2287,05-08-2024,28,161830.48
1984,4060,07-05-2024,4,2271.48
1985,553,15-12-2024,34,125201.6
1986,673,26-12-2024,49,184118.48
1987,1534,19-12-2024,100,125256
1988,3685,28-06-2024,76,79088.64
1989,2858,19-08-2024,68,67512.44
1990,2007,18-09-2024,24,7043.04
1991,4882,10-08-2024,3,12200.1
1992,4304,05-11-2024,40,104048
1993,253,07-11-2024,90,229875.3
1994,1325,13-05-2024,61,58965.65
1995,3709,09-05-2024,56,272578.32
1996,4292,12-05-2024,86,6560.94
1997,2069,14-07-2024,31,177890.71
1998,4369,11-11-2024,19,11265.29
1999,3622,28-06-2024,15,27766.65
2000,606,27-05-2024,1,2804.27
2001,2757,22-01-2024,70,8423.8
2002,2244,02-04-2024,54,12112.74
2003,3063,23-07-2024,88,767596.72
2004,490,06-11-2024,48,289971.84
2005,271,11-05-2024,64,50719.36
2006,3900,18-03-2024,17,130786.44
2007,2333,27-03-2024,26,25399.66
2008,400,22-06-2024,38,65214.08
2009,177,02-08-2024,86,230842.92
2010,3918,13-07-2024,14,27490.54
2011,2931,11-12-2024,73,140274.61
2012,4904,22-06-2024,97,189500.17
2013,3578,07-01-2025,94,30443.78
2014,4252,18-10-2024,92,27948.68
2015,2935,30-11-2024,97,105909.45
2016,1651,18-12-2024,41,50174.16
2017,2478,10-03-2024,96,55443.84
2018,4281,27-05-2024,100,289856
2019,352,19-11-2024,22,58191.76
2020,34,15-06-2024,57,420478.74
2021,2489,03-03-2024,38,239423.94
2022,3483,11-01-2025,46,94919.16
2023,3672,11-10-2024,13,4291.3
2024,2145,15-08-2024,1,289.99
2025,4671,28-03-2024,32,50726.72
2026,4201,02-05-2024,60,489600.6
2027,3120,16-10-2024,53,143560.04
2028,92,21-01-2024,5,17149.35
2029,2179,18-11-2024,67,55652.21
2030,4641,01-11-2024,90,643593.6
2031,2599,26-12-2024,46,74621.2
2032,3043,06-11-2024,80,142610.4
2033,3403,22-05-2024,41,175855.56
2034,3392,29-04-2024,17,1379.21
2035,3697,23-02-2024,93,242196.18
2036,3937,13-11-2024,93,85348.89
2037,401,27-08-2024,66,14789.94
2038,343,09-03-2024,85,58477.45
2039,4935,04-12-2024,86,502592.6
2040,171,06-07-2024,40,126540.8
2041,2995,28-11-2024,62,453139.4
2042,1052,18-07-2024,39,151628.1
2043,203,04-02-2024,70,183488.2
2044,3158,20-12-2024,73,638594.51
2045,1715,22-05-2024,18,4802.22
2046,1584,06-02-2024,10,17079.2
2047,3546,10-04-2024,28,4808.16
2048,3527,20-01-2024,54,415640.16
2049,3273,07-09-2024,69,257168.52
2050,161,01-05-2024,45,85585.5
2051,2382,02-10-2024,38,9227.54
2052,1080,05-01-2025,20,8059.6
2053,1000,07-04-2024,75,351504
2054,1818,10-06-2024,59,164258.95
2055,512,09-06-2024,37,37530.21
2056,898,26-09-2024,65,44265.65
2057,4187,11-01-2025,95,21658.1
2058,1201,13-10-2024,12,11546.4
2059,2530,17-11-2024,94,670937.22
2060,4606,19-05-2024,91,11693.5
2061,825,24-08-2024,11,89492.59
2062,279,15-09-2024,28,48304.2
2063,914,18-08-2024,87,35403.78
2064,2967,07-01-2025,83,185030.24
2065,2716,24-03-2024,45,84421.8
2066,1648,15-10-2024,77,146864.41
2067,1808,30-03-2024,39,2299.44
2068,3287,19-02-2024,99,205198.29
2069,3866,16-02-2024,64,343992.32
2070,722,21-12-2024,26,149823.18
2071,4773,17-04-2024,66,11441.76
2072,3392,23-06-2024,85,6896.05
2073,2130,02-02-2024,32,1924.8
2074,4777,12-01-2025,65,253173.05
2075,4134,22-08-2024,53,414402.23
2076,1528,01-10-2024,20,127891
2077,2213,28-07-2024,83,10487.88
2078,659,13-07-2024,18,15175.62
2079,546,07-03-2024,22,134051.94
2080,4958,01-11-2024,28,6805.96
2081,482,18-06-2024,91,244769.98
2082,2283,16-11-2024,5,1911
2083,178,04-10-2024,67,20464.48
2084,4896,19-05-2024,7,2928.31
2085,1026,25-12-2024,12,43119.6
2086,3552,23-01-2024,32,7984.64
2087,2211,09-08-2024,89,638511.81
2088,1527,29-08-2024,33,257195.4
2089,1380,12-11-2024,1,6884.62
2090,4372,25-12-2024,90,256647.6
2091,1015,07-08-2024,44,361579.68
2092,3005,14-05-2024,59,9877.19
2093,1414,13-04-2024,51,132059.4
2094,22,01-08-2024,20,28150.8
2095,4901,09-12-2024,84,10364.76
2096,1226,07-04-2024,67,434291.32
2097,3150,28-11-2024,15,12005.7
2098,1600,13-01-2025,87,16527.39
2099,3107,10-01-2025,19,54797.14
2100,3170,19-12-2024,38,72758.98
2101,1402,03-09-2024,85,597997.95
2102,131,08-11-2024,79,530466.83
2103,4849,15-12-2024,6,15190.02
2104,2043,12-02-2024,56,85584.24
2105,861,01-06-2024,12,20223.72
2106,2218,24-09-2024,38,99058.4
2107,457,23-05-2024,14,4447.52
2108,1544,02-11-2024,87,514183.05
2109,1519,24-07-2024,74,15676.16
2110,1296,01-09-2024,77,16883.79
2111,4683,24-10-2024,86,232552.6
2112,4550,17-02-2024,21,5135.13
2113,2869,28-09-2024,56,12220.88
2114,4408,01-09-2024,74,261480.48
2115,4076,28-09-2024,53,439619.1
2116,4045,27-08-2024,25,27840.25
2117,4855,15-01-2025,46,15217.26
2118,2582,12-05-2024,22,13789.16
2119,2343,22-03-2024,96,169101.12
2120,3911,10-11-2024,78,357861.66
2121,3424,12-09-2024,3,8163.75
2122,2866,18-08-2024,1,314.56
2123,2681,21-02-2024,18,32286.06
2124,4933,06-05-2024,78,11666.46
2125,4223,14-05-2024,27,4564.35
2126,832,09-12-2024,25,12397.75
2127,675,11-09-2024,96,434460.48
2128,1206,31-10-2024,90,388458
2129,70,28-01-2024,41,204302.18
2130,794,20-11-2024,76,404975.88
2131,2029,27-02-2024,63,166467.42
2132,3129,07-06-2024,60,324883.8
2133,1229,05-04-2024,95,434963.2
2134,4651,19-12-2024,36,122589
2135,4306,29-10-2024,47,61848.24
2136,1756,06-08-2024,61,118710.27
2137,2061,03-11-2024,26,4277.78
2138,2208,15-07-2024,66,265731.18
2139,645,27-08-2024,49,373206.05
2140,2614,27-06-2024,100,269626
2141,2334,31-07-2024,20,16781
2142,1558,07-11-2024,11,21936.97
2143,3796,17-11-2024,91,27492.92
2144,270,24-03-2024,97,63438.97
2145,480,21-03-2024,25,52819.5
2146,231,16-09-2024,54,24945.3
2147,1499,03-05-2024,78,373822.02
2148,4289,13-08-2024,53,9485.94
2149,2329,02-12-2024,99,103325.31
2150,1994,02-11-2024,51,98514.66
2151,3136,05-07-2024,32,122814.4
2152,2264,16-10-2024,49,84883.19
2153,1773,17-05-2024,38,18606.32
2154,4685,07-10-2024,27,116838.18
2155,2087,09-07-2024,2,269.14
2156,2687,14-11-2024,16,7228.64
2157,4317,11-08-2024,21,44300.13
2158,2837,31-07-2024,21,3842.58
2159,2358,14-11-2024,85,521169
2160,4593,13-10-2024,6,14556.54
2161,1668,28-10-2024,97,177809.73
2162,3887,19-09-2024,43,13032.44
2163,2515,12-07-2024,57,28242.93
2164,3977,28-04-2024,29,28504.39
2165,1902,05-07-2024,49,225125.11
2166,2365,10-09-2024,59,3899.9
2167,3173,18-09-2024,53,101966.7
2168,4233,28-09-2024,16,25443.36
2169,249,01-12-2024,53,16430.53
2170,4858,17-08-2024,49,333439.61
2171,2627,17-06-2024,82,574064.78
2172,1576,27-06-2024,28,9575.44
2173,4637,30-10-2024,12,15172.32
2174,4520,26-05-2024,59,57742.12
2175,2459,23-09-2024,45,351745.2
2176,3638,11-08-2024,80,264563.2
